domain,title,organization,rating,reviews,level,course_type,duration,url
Python Programming,Principes de base de la programmation en Python,Duke University,4,64 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/python-programming-fundamentals
Python Programming,Introduction à la programmation avec Python,University of Leeds,"4,8",105 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/an-introduction-to-programming-using-python
Python Programming,Introduction to Python Programming and Essentials,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-introduction-to-python-programming-and-essentials-f4rrd
Python Programming,Projet Python pour la science des données,IBM,"4,5","4,8 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/python-project-for-data-science
Python Programming,Foundations of Python Programming,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-foundations-of-python-programming
Python Programming,Formation à l'essentiel de la programmation Python,Simplilearn,"3,1",8 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/python-programming-essentials-training
Python Programming,Principes de base de Python,Corporate Finance Institute,"4,9",13 avis,Avancées,Cours,1 à 3 mois,https://www.coursera.org/learn/python-fundamentals
Python Programming,Python from Scratch: Learn by Coding,JetBrains,"4,3",6 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/jb-python-from-scratch
Python Programming,IA Python pour les débutants,DeepLearning.AI,"4,8",228 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/ai-python-for-beginners
Python Programming,Analyse de données en Python,Rice University,"4,7",893 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/python-analysis
Python Programming,Python for OOP - The A to Z OOP Python Programming Course,Packt,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-python-for-oop-the-a-to-z-oop-python-programming-course-qshqd
Python Programming,Advanced Programming Techniques with Python,Logical Operations,,,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/advanced-programming-techniques-python
Web Development,"Introduction à HTML, CSS et JavaScript",IBM,"4,4",793 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-html-css-javascript
Web Development,Meta Full Stack Developer: Front-End & Back-End from Scratch,Meta,"4,7",25 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/meta-full-stack-developer
Web Development,"Web Development with HTML5, CSS, and JavaScript",Logical Operations,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/web-development-html-css-javascript
Web Development,Introduction au développement frontal,Meta,"4,8",14 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-front-end-development
Web Development,Meta développeur front-end,Meta,"4,7",24 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/meta-front-end-developer
Web Development,Full-Stack Web Development,University of London,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/full-stack-web-development
Web Development,Développement Web Full Stack,Amazon,"4,1",43 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/fullstack-web-development
Web Development,"Python pour la science des données, l'IA et le développement",IBM,"4,6",43 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/python-for-applied-data-science-ai
Web Development,Développeur(euse) de logiciels Full Stack IBM,IBM,"4,6",60 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
Web Development,Introduction au développement web,Microsoft,"4,1",36 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-web-development
Web Development,La conception de sites Web pour tous : Les bases du développement web et du codage,University of Michigan,"4,7",35 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/web-design
Web Development,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"4,7",17 k avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/html-css-javascript-for-web-developers
Web Development,Principes de base du développement web,Microsoft,"3,5",6 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/web-development-fundamentals
Web Development,Web Development Fundamentals,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-web-development-fundamentals-2zdmi
Web Development,"HTML, CSS et Javascript pour les développeurs Web",Johns Hopkins University,"4,7",17 k avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/html-css-javascript-for-web-developers
Web Development,Développement Web avec Python,Microsoft,"4,1",18 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/microsoft-web-development-with-python
Web Development,Introduction au développement web,"University of California, Davis","4,7","3,7 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/web-development
Web Development,Meta Web Development Fundamentals,Meta,"4,7",17 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/meta-web-development-fundamentals
Web Development,Build a free website with WordPress,Coursera,"4,5","2,4 k avis",Intermédiaire,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/build-free-website-wordpress
Web Development,"Introduction au développement web avec HTML, CSS, JavaScript",IBM,"4,6","2,3 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript
Web Development,IBM Front-End Developer,IBM,"4,6","8,2 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-frontend-developer
Web Development,IBM Full-Stack JavaScript Developer,IBM,"4,6","9,2 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer
Web Development,"Advanced Web Development, Real-Time Apps & Final Projects",Packt,,,Avancées,Cours,3 à 6 mois,https://www.coursera.org/learn/packt-advanced-web-development-real-time-apps-and-final-proejcts-74iem
Web Development,Modern Web Development with TypeScript,Edureka,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/modern-web-development-with-typescript
Web Development,Modern Web Development with TypeScript,Edureka,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/modern-web-development-with-typescript
Web Development,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",Board Infinity,"4,5",22 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Web Development,Web Development for Beginners,"University of California, Davis","4,7","3,7 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/webdevelopmentforbeginners
Web Development,"Holistic Web Development: Responsive UIs, Logic, Deployment",Board Infinity,,,Avancées,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/holisticwebdevelopment-responsiveuis-serverlogic-scalabledeployment
Web Development,Full Stack Web Development Mastery - Novice to Expert,Packt,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/packt-full-stack-web-development-mastery-novice-to-expert
Web Development,Build a Full Website using WordPress,Coursera,"4,4","4,3 k avis",Avancées,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Web Development,"Build a Portfolio Website with HTML, CSS, and JavaScript",Coursera,"4,3",129 avis,Intermédiaire,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/showcase-build-a-portfolio-website-html-css-javascript
Web Development,Front-End Web Development for Beginners,University of Washington,"4,6",21 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/uw-html
Web Development,Modern Web Development Specialization,EDUCBA,"4,9",165 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/modern-web-development-specialization
Web Development,Modern Web Development: Advanced HTML & CSS,Board Infinity,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/modern-web-development-advanced-html-css
Web Development,Modern Frontend Web Development,Skillshare,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/modernfrontendwebdevelopment
Web Development,The Art of Doing - Web Development for Beginners,Packt,5,7 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/the-art-of-doing-web-development-for-beginners
Web Development,Svelte 5 & SvelteKit For Hands-On Modern Web Development,Packt,5,6 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/packt-svelte-5-sveltekit-for-hands-on-modern-web-development
Web Development,"End-to-End Web Development: UI, Databases, APIs",Board Infinity,5,6 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/end-to-end-web-development
Web Development,Le full stack,Meta,"4,6",234 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/the-full-stack
Web Development,Spring Boot Web Development with Java,EDUCBA,"4,6",60 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/spring-boot-web-development-with-java
Web Development,Modern HTML5 & Responsive Web Development Mastery,EDUCBA,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/modern-html5-responsive-web-development-mastery
Web Development,Développement Web en Flask : Créez votre premier site Web,Coursera,"4,6",7 avis,Intermédiaire,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/web-development-in-flask-build-your-first-website
Web Development,Generative AI for Web Development,Scrimba,"4,4",180 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-for-web-development
Web Development,"Build a Website using an API with HTML, JavaScript, and JSON",Coursera,"4,2",40 avis,Intermédiaire,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/showcase-build-a-website-api-html-javascript-json
Web Development,Full Stack Web Development en Español,Universidad Austral,"4,2",817 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/fullstack-web-development-espanol
Web Development,Maîtriser le développement web Full stack avec Laravel et PHP,Board Infinity,"4,2",190 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/laravel-framework-and-php
Web Development,Web Development Foundations,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-web-development-foundations-ufovf
Web Development,JavaScript pour le développement web,Board Infinity,"4,5",15 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/javascript-for-web-development
Web Development,Introduction au développement Web et aux bases de l'HTML,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-the-art-of-doing-web-development-for-beginners-usfuy
Web Development,WebSockets Protocol Explained – Master Web Development,Packt,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-web-sockets-protocol-explained-master-web-development-fkxh5
Business Analytics,Business Analytics with Excel,Johns Hopkins University,"4,8","4,1 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/business-analytics-with-excel
Business Analytics,Business Analytics,University of Pennsylvania,"4,6",18 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/business-analytics
Business Analytics,Microsoft Business Analyst,Microsoft,"4,6","1,5 k avis",Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/microsoft-business-analyst
Business Analytics,IBM Business Analyst,IBM,"4,7",14 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate
Business Analytics,Business Analytics avec Excel : niveau élémentaire à avancé,Johns Hopkins University,"4,8",4 k avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/business-analytics-excel
Business Analytics,Analyse de données Google,Google,"4,8",177 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-data-analytics
Business Analytics,Microsoft Power BI Analyste décisionnelle de données,Microsoft,"4,6",9 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
Business Analytics,Business Analytics,University of Illinois Urbana-Champaign,"4,6","1,2 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/analytics
Business Analytics,Principes de base de l'analyse d'entreprise,Microsoft,"4,7",1 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-analysis-fundamentals
Business Analytics,Analyse avancée des entreprises,University of Colorado Boulder,"4,6","5,2 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/data-analytics-business
Business Analytics,Business Analysis & Process Management,Coursera,"4,5","7,3 k avis",Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/business-analysis-process-management
Business Analytics,Analyse stratégique des entreprises,ESSEC Business School,"4,4","1,3 k avis",Avancées,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/strategic-analytics
Business Analytics,Google Business Intelligence,Google,"4,8",7 k avis,Avancées,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-business-intelligence
Business Analytics,Fondements de l'analyse stratégique des entreprises,ESSEC Business School,"4,4",662 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/strategic-business-analytics
Business Analytics,Analyses commerciales à l'aide d'Excel,Simplilearn,"4,5",35 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-analytics-using-excel
Business Analytics,Introduction to Business Analysis Using Spreadsheets: Basics,Coursera,"4,3",1 k avis,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/business-analysis-using-spreadsheets
Business Analytics,Introduction à l'analyse d'entreprise,IBM,"4,7",406 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-business-analysis
Business Analytics,Business Analytics,Campus BBVA,"4,7",46 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/business-analytics-enus-bbva
Business Analytics,Introduction à l'analyse d'entreprise : Communiquer avec les données,University of Illinois Urbana-Champaign,"4,6",649 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/intro-business-analytics
Business Analytics,Business Analytics,Campus BBVA,"4,6",216 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/business-analytics-bbva
Business Analytics,Introduction à l'analytique appliquée aux entreprises,University of Illinois Urbana-Champaign,"4,6",316 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-applied-business-analytics
Business Analytics,Unlock Business Insights with Microsoft Excel and Power BI,Microsoft,"4,5",752 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/unlock-business-insights-with-microsoft-excel-and-power-bi
Business Analytics,L'analyse d'entreprise pour la prise de décision,University of Colorado Boulder,"4,6","1,9 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-analytics-decision-making
Business Analytics,Introduction à l'analyse des entreprises,Tableau Learning Partner,"4,7",492 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-business-analytics
Business Analytics,Statistiques et analyses commerciales,Rice University,"4,7",13 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/business-statistics-analysis
Business Analytics,Données pour les analystes commerciaux à l'aide de Microsoft Excel,Microsoft,"4,7",323 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/data-for-business-analysts-using-microsoft-excel
Business Analytics,Advanced Business Analytics: Excel Optimization & Simulation,Johns Hopkins University,"4,9",53 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/business-analytics-2
Business Analytics,D'Excel à MySQL : Techniques d'analyse pour l'entreprise,Duke University,"4,6",15 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/excel-mysql
Business Analytics,Fundamentals of Business Analysis,Starweaver,"4,6",90 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/fundamentals-of-business-analysis
Business Analytics,analyse des personnes,University of Pennsylvania,"4,6","6,2 k avis",Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/wharton-people-analytics
Business Analytics,Compétences Excel pour l’analyse et la visualisation des données,Macquarie University,"4,8",6 k avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/excel-data-analytics-visualization
Business Analytics,Introduction à l'analyse commerciale et à l'économie de l'information,University of Illinois Urbana-Champaign,"4,6",410 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/analytics-information
Business Analytics,"AI-Powered Business Analysis: Excel, KPIs & GenAI",Coursera,"4,5",414 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ai-powered-business-analysis-excel-kpis-and-genai
Business Analytics,L'analyse au service de la prise de décision,University of Minnesota,"4,7",295 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/analytics-for-decision-making
Business Analytics,Communication de Résultats de Business Analytics,University of Colorado Boulder,"4,5",520 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/communicating-business-analytics-results
Business Analytics,Business Analytics : vue d'ensemble,University of Illinois Urbana-Champaign,"4,6",282 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-analytics-executive-overview
Business Analytics,Mejores Decisiones con Business Analytics,Pontificia Universidad Católica de Chile,"4,7",67 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/mejores-decisiones-con-business-analytics
Business Analytics,Entreposage de données pour l'informatique décisionnelle,University of Colorado System,"4,5","4,1 k avis",Avancées,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/data-warehousing
Business Analytics,Data Analytics and Big Data,Illinois Tech,"4,4",78 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/data-analytics-and-big-data
Business Analytics,Business Intelligence & Analytics,Universidad de Palermo,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/mooc-business-intelligence
Business Analytics,Analyse marketing,University of Virginia,"4,7","6,4 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/uva-darden-market-analytics
Business Analytics,Social Media Data Analytics,Coursera,,,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/socialmedia-data-analytics
Business Analytics,Intelligence économique et analyse visuelle,"University of California, Irvine","4,1",31 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-intelligence-visual-analytics
Business Analytics,Comptabilité analytique,University of Pennsylvania,"4,5",3 k avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/accounting-analytics
Business Analytics,MySQL pour l'analyse des données et la veille stratégique,Edureka,4,29 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/mysql-for-data-analytics-and-business-intelligence
Business Analytics,Analyse des données et Visualisation des données,University at Buffalo,"4,7",171 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/data-analyze-visualize
Business Analytics,Predictive Analytics,Illinois Tech,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-predictive-analytics
Business Analytics,Analytique des données (Big data),O.P. Jindal Global University,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/big-data-analytics-1
Business Analytics,Processus d'analyse d'entreprise,Tableau Learning Partner,"4,6",139 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/business-analysis-process
Business Analytics,商管統計資料分析三 (Analytics for Business and Management (III)),National Taiwan University,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/analytics-for-business-and-management-3
Digital Marketing,Fondements du marketing numérique et du commerce électronique,Google,"4,8",31 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
Digital Marketing,Google Digital Marketing & E-commerce,Google,"4,8",48 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Digital Marketing,Analyze and Optimize Marketing Channel Performance,Coursera,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/analyze-and-optimize-marketing-channel-performance
Digital Marketing,Digital Marketing,Adobe,"4,8",306 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/adobe-digital-marketing
Digital Marketing,Attirer et fidéliser des clients grâce au marketing numérique,Google,"4,8","7,7 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/attract-and-engage-customers
Digital Marketing,Meta Social Media Marketing,Meta,"4,8",23 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
Digital Marketing,Full Digital Marketing,LearnKartS,"4,5",13 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/digital-marketing-certification-course
Digital Marketing,Marketing numérique,University of Illinois Urbana-Champaign,"4,7",23 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/digital-marketing
Digital Marketing,IBM Digital Marketing and Growth Hacking with GenAI,IBM,"4,8",156 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-digital-marketing-and-growth-hacking
Digital Marketing,Digital Marketing Operations & Analytics,Coursera,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/digital-marketing-operations-analytics
Digital Marketing,Stratégie de marketing numérique avec Goldman Sachs 10 000 femmes,Goldman Sachs,"4,7",921 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/10kw-digital-marketing
Digital Marketing,Digital Marketing with Canva,Coursera,"4,5","6,2 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/digital-marketing-with-canva
Digital Marketing,Generative AI for Digital Marketing,IBM,"4,7",11 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/generative-ai-for-digital-marketing
Digital Marketing,Introduction to Digital Marketing,IBM,"4,8",69 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-digital-marketing
Digital Marketing,Google Ads for Beginners,Coursera,"4,4","5,9 k avis",Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/google-ads-beginner
Digital Marketing,Fondamentaux des médias sociaux et du marketing numérique,Digital Marketing Institute,"4,7",399 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/social-media-digital-marketing-fundamentals
Digital Marketing,Increase Engagement to your Instagram Business Profile,Coursera,4,372 avis,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/increase-engagement-instagram-business-profile
Digital Marketing,Digital Marketing,Illinois Tech,"4,5",58 avis,Avancées,Cours,1 à 3 mois,https://www.coursera.org/learn/illinois-tech-digital-marketing
Digital Marketing,Create and Design Digital Products using Canva,Coursera,"4,4","1,3 k avis",Avancées,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/create-design-digital-products-canva
Digital Marketing,Digital Business Marketing with Easil,Coursera,"4,6",27 avis,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/digital-business-marketing-easil
Digital Marketing,Search Engine Optimization (SEO) with Squarespace,Coursera,"4,5","1,2 k avis",Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/search-engine-optimization-with-squarespace
Digital Marketing,Unilever Digital Marketing Analyst,Unilever,"4,7",325 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst
Digital Marketing,Pensez en dehors de la boîte de réception : Marketing par courrier électronique,Google,"4,8","2,9 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/think-outside-the-inbox
Digital Marketing,Advanced Digital Marketing,"University of Maryland, College Park","4,6",42 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/advanced-digital-marketing
Cloud Computing,Introduction au cloud computing,IBM,"4,6","7,7 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-cloud
Cloud Computing,Fondamentaux Google Cloud : Core Infrastructure,Google Cloud,"4,7",49 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/gcp-fundamentals
Cloud Computing,Cloud Computing,University of Illinois Urbana-Champaign,"4,3","2,1 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cloud-computing
Cloud Computing,Essentiels techniques du cloud AWS,Amazon Web Services,"4,8","6,3 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/aws-cloud-technical-essentials
Cloud Computing,Introduction aux réseaux et à l'informatique en nuage,Microsoft,"4,8",553 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-networking-and-cloud-computing
Cloud Computing,Architecte de solutions de cloud AWS,Amazon Web Services,"4,8",7 k avis,Intermédiaire,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
Cloud Computing,Fondements de l'informatique en nuage,Duke University,"4,5",281 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-computing-foundations-duke
Cloud Computing,Les bases de l'informatique en nuage (Cloud 101),LearnQuest,"4,5","6,5 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-computing-basics
Cloud Computing,Consultant en technologie cloud AWS,Amazon Web Services,"4,8",7 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant
Cloud Computing,L'essentiel du cloud computing avec la gestion d'Azure,Microsoft,"4,7",18 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-computing-essentials-with-azure-management
Cloud Computing,Amazon EC2 Basics,Amazon Web Services,"4,6",99 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/aws-amazon-ec2-basics
Cloud Computing,Cloud Computing Law,Queen Mary University of London,"4,9",179 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/cloud-computing-law
Cloud Computing,Cloud Computing: Infrastructure and Platforms,Illinois Tech,"4,7",30 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/cloud-computing-infrastructure-and-platforms
Cloud Computing,Construire des solutions d'informatique en nuage à grande échelle,Duke University,"4,4",488 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale
Cloud Computing,Create a Virtual Private Cloud (VPC) Using AWS,Coursera,"4,4",169 avis,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/create-virtual-private-cloud-vpc-aws
Cloud Computing,Introduction à AWS pour les débutants en informatique dématérialisée,Simplilearn,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-aws-for-cloud-beginners
Cloud Computing,"Concepts de l'informatique en nuage, partie 1",University of Illinois Urbana-Champaign,"4,3","1,1 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/cloud-computing
Cloud Computing,Principes de base du cloud computing et du GCP,LearnKartS,"4,4",7 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/gcp-professional-architect-cloud-computing-and-gcp-fundamentals
Cloud Computing,Technologies de l'information (TI) et principes fondamentaux de l'informatique en nuage,IBM,"4,7",11 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Computing,Principes de base de l'informatique en nuage,LearnQuest,"3,6",42 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/fundamentals-of-cloud-computing
Cloud Computing,Sécurité de l'informatique en nuage,University of Colorado System,"4,5",132 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/cloud-computing-security
Cloud Computing,Cloud Computing Primer for Semi-tech and Business Learners,Codio,"4,6",93 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/codio-cloud-computing-primer-semi-technical-business
Cloud Computing,IoT (Internet des objets) Informatique sans fil et informatique en nuage Technologies émergentes,Yonsei University,"4,7","1,4 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/iot-wireless-cloud-computing
